Year,Code,Destination,Gender,AgeGroup,InternationalMigrantStocks,TotalPopulation,IMSPercentageofTotalPop
1990,64,Bhutan,male,10_14,429,33185,1.3%
1990,356,India,male,10_14,90409,51084031,0.2%
1990,364,Iran (Islamic Republic of),male,10_14,236268,3790368,6.2%
1990,462,Maldives,male,10_14,262,13785,1.9%
1990,524,Nepal,male,10_14,11410,1172495,1.0%
1990,586,Pakistan,male,10_14,85972,6534139,1.3%
1990,144,Sri Lanka,male,10_14,313,945939,0.0%
1990,156,China,male,10_14,10926,52540755,0.0%
1990,344,"China, Hong Kong SAR",male,10_14,25438,215897,11.8%
1990,446,"China, Macao SAR",male,10_14,4819,10754,44.8%
1990,408,Dem. People's Republic of Korea,male,10_14,745,849561,0.1%
1990,392,Japan,male,10_14,32705,4407767,0.7%
1990,496,Mongolia,male,10_14,158,129676,0.1%
1990,410,Republic of Korea,male,10_14,1869,2042954,0.1%
1990,96,Brunei Darussalam,male,10_14,1244,13235,9.4%
1990,116,Cambodia,male,10_14,3240,395021,0.8%
1990,360,Indonesia,male,10_14,17314,10885678,0.2%
1990,418,Lao People's Democratic Republic,male,10_14,1249,267534,0.5%
1990,458,Malaysia,male,10_14,35711,1019762,3.5%
1990,104,Myanmar,male,10_14,5056,2468356,0.2%
1990,608,Philippines,male,10_14,5342,3827500,0.1%
1990,702,Singapore,male,10_14,13972,107267,13.0%
1990,764,Thailand,male,10_14,35155,3068096,1.1%
1990,626,Timor-Leste,male,10_14,244,34778,0.7%
1990,704,Viet Nam,male,10_14,1624,3946952,0.0%
1990,28,Antigua and Barbuda,male,10_14,260,3126,8.3%
1990,533,Aruba,male,10_14,428,2300,18.6%
1990,44,Bahamas,male,10_14,302,12977,2.3%
1990,52,Barbados,male,10_14,797,10783,7.4%
1990,192,Cuba,male,10_14,349,402609,0.1%
1990,214,Dominican Republic,male,10_14,17705,430027,4.1%
1990,308,Grenada,male,10_14,283,4923,5.7%
1990,312,Guadeloupe,male,10_14,3384,17991,18.8%
1990,332,Haiti,male,10_14,347,424276,0.1%
1990,388,Jamaica,male,10_14,780,132401,0.6%
1990,474,Martinique,male,10_14,2421,14680,16.5%
1990,630,Puerto Rico,male,10_14,16819,166525,10.1%
1990,662,Saint Lucia,male,10_14,245,7914,3.1%
1990,670,Saint Vincent and the Grenadines,male,10_14,191,6835,2.8%
1990,780,Trinidad and Tobago,male,10_14,694,64644,1.1%
1990,850,United States Virgin Islands,male,10_14,1668,5151,32.4%
1990,84,Belize,male,10_14,1631,11895,13.7%
1990,188,Costa Rica,male,10_14,16459,164103,10.0%
1990,222,El Salvador,male,10_14,2476,330143,0.7%
1990,320,Guatemala,male,10_14,8748,626850,1.4%
1990,340,Honduras,male,10_14,10981,330559,3.3%
1990,484,Mexico,male,10_14,46978,5313327,0.9%
1990,558,Nicaragua,male,10_14,2045,284619,0.7%
1990,591,Panama,male,10_14,1698,144368,1.2%
1990,32,Argentina,male,10_14,18780,1654234,1.1%
1990,68,Bolivia (Plurinational State of),male,10_14,2762,409444,0.7%
1990,76,Brazil,male,10_14,6129,8348726,0.1%
1990,152,Chile,male,10_14,5806,645835,0.9%
1990,170,Colombia,male,10_14,7995,1889778,0.4%
1990,218,Ecuador,male,10_14,3250,607545,0.5%
1990,254,French Guiana,male,10_14,3540,6366,55.6%
1990,328,Guyana,male,10_14,254,44060,0.6%
1990,600,Paraguay,male,10_14,9801,254039,3.9%
1990,604,Peru,male,10_14,1647,1341476,0.1%
1990,740,Suriname,male,10_14,640,19974,3.2%
1990,858,Uruguay,male,10_14,1463,141240,1.0%
1990,862,Venezuela (Bolivarian Republic of),male,10_14,11958,1157779,1.0%
1990,36,Australia,male,10_14,67132,633945,10.6%
1990,554,New Zealand,male,10_14,10545,131821,8.0%
1990,242,Fiji,male,10_14,403,43317,0.9%
1990,540,New Caledonia,male,10_14,1120,9211,12.2%
1990,598,Papua New Guinea,male,10_14,1300,297246,0.4%
1990,90,Solomon Islands,male,10_14,81,21915,0.4%
1990,548,Vanuatu,male,10_14,74,9785,0.8%
1990,316,Guam,male,10_14,2037,5842,34.9%
1990,296,Kiribati,male,10_14,144,4080,3.5%
1990,583,Micronesia (Fed. States of),male,10_14,89,6482,1.4%
1990,258,French Polynesia,male,10_14,1078,10616,10.2%
1990,882,Samoa,male,10_14,262,11344,2.3%
1990,776,Tonga,male,10_14,148,5700,2.6%
1990,112,Belarus,male,10_14,26270,374583,7.0%
1990,100,Bulgaria,male,10_14,709,334705,0.2%
1990,203,Czechia,male,10_14,1237,456360,0.3%
1990,348,Hungary,male,10_14,8344,444015,1.9%
1990,616,Poland,male,10_14,11214,1644565,0.7%
1990,498,Republic of Moldova,male,10_14,9250,190719,4.9%
1990,642,Romania,male,10_14,187,1035400,0.0%
1990,643,Russian Federation,male,10_14,388417,5404378,7.2%
1990,703,Slovakia,male,10_14,578,244193,0.2%
1990,804,Ukraine,male,10_14,149519,1868494,8.0%
1990,830,Channel Islands,male,10_14,636,3695,17.2%
1990,208,Denmark,male,10_14,6214,161938,3.8%
1990,233,Estonia,male,10_14,5127,56510,9.1%
1990,246,Finland,male,10_14,3934,166501,2.4%
1990,352,Iceland,male,10_14,433,10678,4.1%
1990,372,Ireland,male,10_14,10044,180501,5.6%
1990,428,Latvia,male,10_14,4613,87289,5.3%
1990,440,Lithuania,male,10_14,4214,133801,3.1%
1990,578,Norway,male,10_14,4610,136178,3.4%
1990,752,Sweden,male,10_14,13956,254615,5.5%
1990,826,United Kingdom,male,10_14,62008,1741172,3.6%
1990,8,Albania,male,10_14,2322,171807,1.4%
1990,70,Bosnia and Herzegovina,male,10_14,802,187878,0.4%
1990,191,Croatia,male,10_14,5853,168291,3.5%
1990,300,Greece,male,10_14,29362,391780,7.5%
1990,380,Italy,male,10_14,44027,1822500,2.4%
1990,470,Malta,male,10_14,805,14889,5.4%
1990,807,North Macedonia,male,10_14,797,87268,0.9%
1990,620,Portugal,male,10_14,19710,405116,4.9%
1990,688,Serbia,male,10_14,2201,393874,0.6%
1990,705,Slovenia,male,10_14,1349,78846,1.7%
1990,724,Spain,male,10_14,33137,1638967,2.0%
1990,40,Austria,male,10_14,17020,221471,7.7%
1990,56,Belgium,male,10_14,40531,311321,13.0%
1990,250,France,male,10_14,87111,1906482,4.6%
1990,276,Germany,male,10_14,132072,2050934,6.4%
1990,442,Luxembourg,male,10_14,2120,10775,19.7%
1990,528,Netherlands,male,10_14,24812,461697,5.4%
1990,756,Switzerland,male,10_14,22555,190180,11.9%
1990,124,Canada,male,10_14,61518,958024,6.4%
1990,840,United States of America,male,10_14,455552,8903179,5.1%
1995,108,Burundi,male,10_14,7506,413337,1.8%
1995,174,Comoros,male,10_14,441,31377,1.4%
1995,262,Djibouti,male,10_14,4653,38373,12.1%
1995,232,Eritrea,male,10_14,482,163531,0.3%
1995,231,Ethiopia,male,10_14,35990,3718042,1.0%
1995,404,Kenya,male,10_14,31334,1937147,1.6%
1995,450,Madagascar,male,10_14,449,838903,0.1%
1995,454,Malawi,male,10_14,8835,585415,1.5%
1995,480,Mauritius,male,10_14,245,51780,0.5%
1995,175,Mayotte,male,10_14,1126,8317,13.5%
1995,508,Mozambique,male,10_14,6548,943517,0.7%
1995,638,Réunion,male,10_14,4007,31494,12.7%
1995,646,Rwanda,male,10_14,6887,414770,1.7%
1995,690,Seychelles,male,10_14,125,4067,3.1%
1995,706,Somalia,male,10_14,925,433375,0.2%
1995,800,Uganda,male,10_14,28885,1316205,2.2%
1995,834,United Republic of Tanzania,male,10_14,45221,1894403,2.4%
1995,894,Zambia,male,10_14,11217,609744,1.8%
1995,716,Zimbabwe,male,10_14,14851,781103,1.9%
1995,24,Angola,male,10_14,1806,892012,0.2%
1995,120,Cameroon,male,10_14,10619,892085,1.2%
1995,140,Central African Republic,male,10_14,3865,199778,1.9%
1995,148,Chad,male,10_14,3595,444039,0.8%
1995,178,Congo,male,10_14,6275,171683,3.7%
1995,180,Democratic Republic of the Congo,male,10_14,89655,2558167,3.5%
1995,226,Equatorial Guinea,male,10_14,71,30820,0.2%
1995,266,Gabon,male,10_14,7680,65597,11.7%
1995,678,Sao Tome and Principe,male,10_14,129,9778,1.3%
1995,72,Botswana,male,10_14,1319,98609,1.3%
1995,748,Eswatini,male,10_14,1048,68610,1.5%
1995,426,Lesotho,male,10_14,292,129893,0.2%
1995,516,Namibia,male,10_14,4694,102222,4.6%
1995,710,South Africa,male,10_14,22200,2523375,0.9%
1995,204,Benin,male,10_14,3862,368048,1.0%
1995,854,Burkina Faso,male,10_14,47822,675075,7.1%
1995,132,Cabo Verde,male,10_14,426,25804,1.7%
1995,384,Côte d'Ivoire,male,10_14,32013,876049,3.7%
1995,270,Gambia,male,10_14,5145,66008,7.8%
1995,288,Ghana,male,10_14,11068,1073895,1.0%
1995,324,Guinea,male,10_14,55535,453771,12.2%
1995,624,Guinea-Bissau,male,10_14,1471,71096,2.1%
1995,430,Liberia,male,10_14,8677,131808,6.6%
1995,466,Mali,male,10_14,14687,630867,2.3%
1995,478,Mauritania,male,10_14,3180,150711,2.1%
1995,562,Niger,male,10_14,5270,620241,0.8%
1995,566,Nigeria,male,10_14,20521,6942610,0.3%
1995,686,Senegal,male,10_14,13565,586165,2.3%
1995,694,Sierra Leone,male,10_14,10025,266792,3.8%
1995,768,Togo,male,10_14,6971,281985,2.5%
1995,12,Algeria,male,10_14,8808,1927664,0.5%
1995,818,Egypt,male,10_14,6982,3921106,0.2%
1995,434,Libya,male,10_14,13052,315375,4.1%
1995,504,Morocco,male,10_14,1831,1713774,0.1%
1995,729,Sudan,male,10_14,63135,1530234,4.1%
1995,788,Tunisia,male,10_14,1053,538835,0.2%
1995,732,Western Sahara,male,10_14,77,14990,0.5%
1995,51,Armenia,male,10_14,20125,153625,13.1%
1995,31,Azerbaijan,male,10_14,6233,401343,1.6%
1995,48,Bahrain,male,10_14,2120,26559,8.0%
1995,196,Cyprus,male,10_14,2553,34786,7.3%
1995,268,Georgia,male,10_14,2282,211308,1.1%
1995,368,Iraq,male,10_14,9140,1340693,0.7%
1995,376,Israel,male,10_14,33158,257236,12.9%
1995,400,Jordan,male,10_14,76424,298000,25.6%
1995,414,Kuwait,male,10_14,28236,81043,34.8%
1995,422,Lebanon,male,10_14,27788,178570,15.6%
1995,512,Oman,male,10_14,6677,136633,4.9%
1995,634,Qatar,male,10_14,14777,21567,68.5%
1995,682,Saudi Arabia,male,10_14,131945,1237319,10.7%
1995,275,State of Palestine,male,10_14,19822,170104,11.7%
1995,760,Syrian Arab Republic,male,10_14,17303,1010489,1.7%
1995,792,Turkey,male,10_14,36707,3253968,1.1%
1995,784,United Arab Emirates,male,10_14,60550,103691,58.4%
1995,887,Yemen,male,10_14,8441,1002896,0.8%
1995,398,Kazakhstan,male,10_14,60996,791266,7.7%
1995,417,Kyrgyzstan,male,10_14,10822,264543,4.1%
1995,762,Tajikistan,male,10_14,6057,371827,1.6%
1995,795,Turkmenistan,male,10_14,5674,245266,2.3%
1995,860,Uzbekistan,male,10_14,28981,1377911,2.1%
1995,4,Afghanistan,male,10_14,2823,1222135,0.2%
1995,50,Bangladesh,male,10_14,19223,7317692,0.3%
1995,64,Bhutan,male,10_14,560,33983,1.6%
1995,356,India,male,10_14,71070,57650082,0.1%
1995,364,Iran (Islamic Republic of),male,10_14,144657,4544362,3.2%
1995,462,Maldives,male,10_14,478,18546,2.6%
1995,524,Nepal,male,10_14,19158,1339020,1.4%
1995,586,Pakistan,male,10_14,38396,7721504,0.5%
1995,144,Sri Lanka,male,10_14,407,970064,0.0%
1995,156,China,male,10_14,12119,54081899,0.0%
1995,344,"China, Hong Kong SAR",male,10_14,30022,219803,13.7%
1995,446,"China, Macao SAR",male,10_14,3041,16244,18.7%
1995,408,Dem. People's Republic of Korea,male,10_14,781,963593,0.1%
1995,392,Japan,male,10_14,33353,3909615,0.9%
1995,496,Mongolia,male,10_14,128,140947,0.1%
1995,410,Republic of Korea,male,10_14,1768,1977942,0.1%
1995,96,Brunei Darussalam,male,10_14,1238,14697,8.4%
1995,116,Cambodia,male,10_14,5714,736338,0.8%
1995,360,Indonesia,male,10_14,15701,11366955,0.1%
1995,418,Lao People's Democratic Republic,male,10_14,854,303877,0.3%
1995,458,Malaysia,male,10_14,30295,1149165,2.6%
1995,104,Myanmar,male,10_14,4268,2608077,0.2%
1995,608,Philippines,male,10_14,6309,4259394,0.1%
1995,702,Singapore,male,10_14,21994,114060,19.3%
1995,764,Thailand,male,10_14,43577,2880099,1.5%
1995,626,Timor-Leste,male,10_14,274,46312,0.6%
1995,704,Viet Nam,male,10_14,2942,4292788,0.1%
1995,28,Antigua and Barbuda,male,10_14,403,3264,12.3%
1995,533,Aruba,male,10_14,638,2983,21.4%
1995,44,Bahamas,male,10_14,394,14788,2.7%
1995,52,Barbados,male,10_14,588,10421,5.6%
1995,192,Cuba,male,10_14,331,389356,0.1%
1995,214,Dominican Republic,male,10_14,15306,454843,3.4%
1995,308,Grenada,male,10_14,353,6020,5.9%
1995,312,Guadeloupe,male,10_14,3418,18574,18.4%
1995,332,Haiti,male,10_14,518,519304,0.1%
1995,388,Jamaica,male,10_14,860,138199,0.6%
1995,474,Martinique,male,10_14,2672,15309,17.5%
1995,630,Puerto Rico,male,10_14,12526,156201,8.0%
1995,662,Saint Lucia,male,10_14,334,8098,4.1%
1995,670,Saint Vincent and the Grenadines,male,10_14,279,6394,4.4%
1995,780,Trinidad and Tobago,male,10_14,639,75267,0.8%
1995,850,United States Virgin Islands,male,10_14,1735,4592,37.8%
1995,84,Belize,male,10_14,1262,14013,9.0%
1995,188,Costa Rica,male,10_14,14209,192385,7.4%
1995,222,El Salvador,male,10_14,1844,323693,0.6%
1995,320,Guatemala,male,10_14,5056,703285,0.7%
1995,340,Honduras,male,10_14,6043,377936,1.6%
1995,484,Mexico,male,10_14,26493,5414617,0.5%
1995,558,Nicaragua,male,10_14,1490,323892,0.5%
1995,591,Panama,male,10_14,1728,150010,1.2%
1995,32,Argentina,male,10_14,27007,1661319,1.6%
1995,68,Bolivia (Plurinational State of),male,10_14,4069,446264,0.9%
1995,76,Brazil,male,10_14,5669,9118089,0.1%
1995,152,Chile,male,10_14,6077,663159,0.9%
1995,170,Colombia,male,10_14,7837,2021258,0.4%
1995,218,Ecuador,male,10_14,4846,659874,0.7%
1995,254,French Guiana,male,10_14,3176,6673,47.6%
1995,328,Guyana,male,10_14,364,44237,0.8%
1995,600,Paraguay,male,10_14,7971,300111,2.7%
1995,604,Peru,male,10_14,1589,1443002,0.1%
1995,740,Suriname,male,10_14,750,23847,3.1%
1995,858,Uruguay,male,10_14,1421,131307,1.1%
1995,862,Venezuela (Bolivarian Republic of),male,10_14,11867,1254281,0.9%
1995,36,Australia,male,10_14,64895,662431,9.8%
1995,554,New Zealand,male,10_14,15195,135333,11.2%
1995,242,Fiji,male,10_14,389,47147,0.8%
1995,540,New Caledonia,male,10_14,1158,9532,12.1%
1995,598,Papua New Guinea,male,10_14,1389,328116,0.4%
1995,90,Solomon Islands,male,10_14,84,23453,0.4%
1995,548,Vanuatu,male,10_14,77,11376,0.7%
1995,316,Guam,male,10_14,2204,6441,34.2%
1995,296,Kiribati,male,10_14,145,4701,3.1%
1995,583,Micronesia (Fed. States of),male,10_14,101,7714,1.3%
1995,258,French Polynesia,male,10_14,937,11718,8.0%
1995,882,Samoa,male,10_14,306,11292,2.7%
1995,776,Tonga,male,10_14,169,6582,2.6%
1995,112,Belarus,male,10_14,25459,405108,6.3%
1995,100,Bulgaria,male,10_14,799,287076,0.3%
1995,203,Czechia,male,10_14,1822,353784,0.5%
1995,348,Hungary,male,10_14,7006,332865,2.1%
1995,616,Poland,male,10_14,8702,1724353,0.5%
1995,498,Republic of Moldova,male,10_14,3310,206829,1.6%
1995,642,Romania,male,10_14,809,882096,0.1%
1995,643,Russian Federation,male,10_14,348003,6027172,5.8%
1995,703,Slovakia,male,10_14,969,228474,0.4%
1995,804,Ukraine,male,10_14,137814,1947580,7.1%
1995,830,Channel Islands,male,10_14,624,3922,15.9%
1995,208,Denmark,male,10_14,7054,138983,5.1%
1995,233,Estonia,male,10_14,3123,54300,5.8%
1995,246,Finland,male,10_14,4544,169296,2.7%
1995,352,Iceland,male,10_14,416,10871,3.8%
1995,372,Ireland,male,10_14,5564,176140,3.2%
1995,428,Latvia,male,10_14,3364,93613,3.6%
1995,440,Lithuania,male,10_14,2241,137069,1.6%
1995,578,Norway,male,10_14,6007,133822,4.5%
1995,752,Sweden,male,10_14,23258,257168,9.0%
1995,826,United Kingdom,male,10_14,63779,1854433,3.4%
1995,8,Albania,male,10_14,3173,169076,1.9%
1995,70,Bosnia and Herzegovina,male,10_14,1258,148896,0.8%
1995,191,Croatia,male,10_14,9102,164228,5.5%
1995,300,Greece,male,10_14,31894,373945,8.5%
1995,380,Italy,male,10_14,47339,1559154,3.0%
1995,470,Malta,male,10_14,881,14928,5.9%
1995,807,North Macedonia,male,10_14,1417,88470,1.6%
1995,620,Portugal,male,10_14,25792,349263,7.4%
1995,688,Serbia,male,10_14,15354,392351,3.9%
1995,705,Slovenia,male,10_14,2111,71683,2.9%
1995,724,Spain,male,10_14,27723,1319748,2.1%
1995,40,Austria,male,10_14,15335,244871,6.3%
1995,56,Belgium,male,10_14,32473,310700,10.5%
1995,250,France,male,10_14,81186,1985161,4.1%
1995,276,Germany,male,10_14,145220,2302700,6.3%
1995,442,Luxembourg,male,10_14,2509,11782,21.3%
1995,528,Netherlands,male,10_14,27107,462331,5.9%
1995,756,Switzerland,male,10_14,36547,206315,17.7%
1995,124,Canada,male,10_14,79788,1019300,7.8%
1995,840,United States of America,male,10_14,499225,9651257,5.2%
2000,108,Burundi,male,10_14,4363,482001,0.9%
2000,174,Comoros,male,10_14,435,36034,1.2%
2000,262,Djibouti,male,10_14,4021,48059,8.4%
2000,232,Eritrea,male,10_14,528,185685,0.3%
2000,231,Ethiopia,male,10_14,24667,4244188,0.6%
2000,404,Kenya,male,10_14,28946,2165187,1.3%
2000,450,Madagascar,male,10_14,528,969199,0.1%
2000,454,Malawi,male,10_14,7583,716189,1.1%
2000,480,Mauritius,male,10_14,123,49420,0.2%
2000,175,Mayotte,male,10_14,1833,10152,18.1%
2000,508,Mozambique,male,10_14,8725,1080750,0.8%
2000,638,Réunion,male,10_14,5219,35367,14.8%
2000,646,Rwanda,male,10_14,11059,549553,2.0%
2000,690,Seychelles,male,10_14,124,4131,3.0%
2000,706,Somalia,male,10_14,675,532862,0.1%
2000,800,Uganda,male,10_14,29024,1565117,1.9%
2000,834,United Republic of Tanzania,male,10_14,33071,2152457,1.5%
2000,894,Zambia,male,10_14,15782,679521,2.3%
2000,716,Zimbabwe,male,10_14,11906,833478,1.4%
2000,24,Angola,male,10_14,1847,1063857,0.2%
2000,120,Cameroon,male,10_14,8120,1029275,0.8%
2000,140,Central African Republic,male,10_14,3792,226704,1.7%
2000,148,Chad,male,10_14,5081,537598,0.9%
2000,178,Congo,male,10_14,10158,190070,5.3%
2000,180,Democratic Republic of the Congo,male,10_14,36345,2920822,1.2%
2000,226,Equatorial Guinea,male,10_14,86,34010,0.3%
2000,266,Gabon,male,10_14,9544,75741,12.6%
2000,678,Sao Tome and Principe,male,10_14,105,9940,1.1%
2000,72,Botswana,male,10_14,2588,103170,2.5%
2000,748,Eswatini,male,10_14,949,70269,1.4%
2000,426,Lesotho,male,10_14,289,134546,0.2%
2000,516,Namibia,male,10_14,5282,115910,4.6%
2000,710,South Africa,male,10_14,17486,2678981,0.7%
2000,204,Benin,male,10_14,4958,432987,1.1%
2000,854,Burkina Faso,male,10_14,43648,762124,5.7%
2000,132,Cabo Verde,male,10_14,313,30742,1.0%
2000,384,Côte d'Ivoire,male,10_14,28983,1007998,2.9%
2000,270,Gambia,male,10_14,6233,85194,7.3%
2000,288,Ghana,male,10_14,12127,1235305,1.0%
2000,324,Guinea,male,10_14,39298,536318,7.3%
2000,624,Guinea-Bissau,male,10_14,1003,78201,1.3%
2000,430,Liberia,male,10_14,6081,174561,3.5%
2000,466,Mali,male,10_14,17400,705704,2.5%
2000,478,Mauritania,male,10_14,2367,171624,1.4%
2000,562,Niger,male,10_14,5118,712512,0.7%
2000,566,Nigeria,male,10_14,23289,7640305,0.3%
2000,686,Senegal,male,10_14,12325,648843,1.9%
2000,694,Sierra Leone,male,10_14,9281,287948,3.2%
2000,768,Togo,male,10_14,8358,312819,2.7%
2000,12,Algeria,male,10_14,7945,1987948,0.4%
2000,818,Egypt,male,10_14,4957,4365352,0.1%
2000,434,Libya,male,10_14,17673,327984,5.4%
2000,504,Morocco,male,10_14,1771,1678808,0.1%
2000,729,Sudan,male,10_14,48536,1679997,2.9%
2000,788,Tunisia,male,10_14,1010,552099,0.2%
2000,732,Western Sahara,male,10_14,82,17559,0.5%
2000,51,Armenia,male,10_14,25363,164660,15.4%
2000,31,Azerbaijan,male,10_14,5744,474071,1.2%
2000,48,Bahrain,male,10_14,5134,29123,17.6%
2000,196,Cyprus,male,10_14,2745,36346,7.6%
2000,268,Georgia,male,10_14,1469,185941,0.8%
2000,368,Iraq,male,10_14,7933,1510423,0.5%
2000,376,Israel,male,10_14,38668,266784,14.5%
2000,400,Jordan,male,10_14,91979,312898,29.4%
2000,414,Kuwait,male,10_14,31345,81884,38.3%
2000,422,Lebanon,male,10_14,33189,187583,17.7%
2000,512,Oman,male,10_14,12344,138777,8.9%
2000,634,Qatar,male,10_14,8436,24029,35.1%
2000,682,Saudi Arabia,male,10_14,138832,1255173,11.1%
2000,275,State of Palestine,male,10_14,14571,216801,6.7%
2000,760,Syrian Arab Republic,male,10_14,19310,1085688,1.8%
2000,792,Turkey,male,10_14,15218,3218096,0.5%
2000,784,United Arab Emirates,male,10_14,66779,139608,47.8%
2000,887,Yemen,male,10_14,6201,1256594,0.5%
2000,398,Kazakhstan,male,10_14,50160,812315,6.2%
2000,417,Kyrgyzstan,male,10_14,8147,302520,2.7%
2000,762,Tajikistan,male,10_14,4477,438099,1.0%
2000,795,Turkmenistan,male,10_14,3876,286155,1.4%
2000,860,Uzbekistan,male,10_14,23360,1596314,1.5%
2000,4,Afghanistan,male,10_14,2970,1405116,0.2%
2000,50,Bangladesh,male,10_14,18651,7749907,0.2%
2000,64,Bhutan,male,10_14,708,39004,1.8%
2000,356,India,male,10_14,60697,61559348,0.1%
2000,364,Iran (Islamic Republic of),male,10_14,113017,4672784,2.4%
2000,462,Maldives,male,10_14,793,21243,3.7%
2000,524,Nepal,male,10_14,22332,1473427,1.5%
2000,586,Pakistan,male,10_14,36053,9136414,0.4%
2000,144,Sri Lanka,male,10_14,454,883096,0.1%
2000,156,China,male,10_14,13316,68791330,0.0%
2000,344,"China, Hong Kong SAR",male,10_14,49405,220262,22.4%
2000,446,"China, Macao SAR",male,10_14,3989,20896,19.1%
2000,408,Dem. People's Republic of Korea,male,10_14,820,978740,0.1%
2000,392,Japan,male,10_14,33093,3472821,1.0%
2000,496,Mongolia,male,10_14,103,161155,0.1%
2000,410,Republic of Korea,male,10_14,2280,1653442,0.1%
2000,96,Brunei Darussalam,male,10_14,1063,16542,6.4%
2000,116,Cambodia,male,10_14,15531,886062,1.8%
2000,360,Indonesia,male,10_14,15417,11129722,0.1%
2000,418,Lao People's Democratic Republic,male,10_14,760,357670,0.2%
2000,458,Malaysia,male,10_14,35689,1260313,2.8%
2000,104,Myanmar,male,10_14,3600,2524640,0.1%
2000,608,Philippines,male,10_14,7861,4747065,0.2%
2000,702,Singapore,male,10_14,31839,127815,24.9%
2000,764,Thailand,male,10_14,48214,2695994,1.8%
2000,626,Timor-Leste,male,10_14,307,54840,0.6%
2000,704,Viet Nam,male,10_14,2334,4602513,0.1%
2000,28,Antigua and Barbuda,male,10_14,652,3406,19.1%
2000,533,Aruba,male,10_14,894,3395,26.3%
2000,44,Bahamas,male,10_14,646,14317,4.5%
2000,52,Barbados,male,10_14,780,10218,7.6%
2000,192,Cuba,male,10_14,328,448245,0.1%
2000,214,Dominican Republic,male,10_14,13556,477860,2.8%
2000,308,Grenada,male,10_14,424,6531,6.5%
2000,312,Guadeloupe,male,10_14,3418,20231,16.9%
2000,332,Haiti,male,10_14,1181,539836,0.2%
2000,388,Jamaica,male,10_14,1080,139163,0.8%
2000,474,Martinique,male,10_14,2929,16263,18.0%
2000,630,Puerto Rico,male,10_14,9486,150181,6.3%
2000,662,Saint Lucia,male,10_14,433,8607,5.0%
2000,670,Saint Vincent and the Grenadines,male,10_14,198,5803,3.4%
2000,780,Trinidad and Tobago,male,10_14,653,65899,1.0%
2000,850,United States Virgin Islands,male,10_14,1242,4779,26.0%
2000,84,Belize,male,10_14,1339,14890,9.0%
2000,188,Costa Rica,male,10_14,12010,215450,5.6%
2000,222,El Salvador,male,10_14,1258,332904,0.4%
2000,320,Guatemala,male,10_14,1356,749895,0.2%
2000,340,Honduras,male,10_14,986,420373,0.2%
2000,484,Mexico,male,10_14,24939,5525969,0.5%
2000,558,Nicaragua,male,10_14,3505,335705,1.0%
2000,591,Panama,male,10_14,1869,157057,1.2%
2000,32,Argentina,male,10_14,19419,1732684,1.1%
2000,68,Bolivia (Plurinational State of),male,10_14,4835,491696,1.0%
2000,76,Brazil,male,10_14,5233,8941319,0.1%
2000,152,Chile,male,10_14,8300,718648,1.2%
2000,170,Colombia,male,10_14,7677,2110612,0.4%
2000,218,Ecuador,male,10_14,6467,710617,0.9%
2000,254,French Guiana,male,10_14,2890,8676,33.3%
2000,328,Guyana,male,10_14,474,37534,1.3%
2000,600,Paraguay,male,10_14,6155,332461,1.9%
2000,604,Peru,male,10_14,1766,1543679,0.1%
2000,740,Suriname,male,10_14,889,25070,3.5%
2000,858,Uruguay,male,10_14,1647,135737,1.2%
2000,862,Venezuela (Bolivarian Republic of),male,10_14,12318,1370564,0.9%
2000,36,Australia,male,10_14,60710,687599,8.8%
2000,554,New Zealand,male,10_14,17909,149071,12.0%
2000,242,Fiji,male,10_14,375,46111,0.8%
2000,540,New Caledonia,male,10_14,1198,10610,11.3%
2000,598,Papua New Guinea,male,10_14,1081,348235,0.3%
2000,90,Solomon Islands,male,10_14,83,26247,0.3%
2000,548,Vanuatu,male,10_14,69,11847,0.6%
2000,316,Guam,male,10_14,2366,7270,32.5%
2000,296,Kiribati,male,10_14,147,5422,2.7%
2000,583,Micronesia (Fed. States of),male,10_14,68,7484,0.9%
2000,258,French Polynesia,male,10_14,915,14317,6.4%
2000,882,Samoa,male,10_14,457,10961,4.2%
2000,776,Tonga,male,10_14,165,6019,2.7%
2000,112,Belarus,male,10_14,21217,401044,5.3%
2000,100,Bulgaria,male,10_14,857,265150,0.3%
2000,203,Czechia,male,10_14,2430,332586,0.7%
2000,348,Hungary,male,10_14,5641,321727,1.8%
2000,616,Poland,male,10_14,6510,1499655,0.4%
2000,498,Republic of Moldova,male,10_14,1793,212841,0.8%
2000,642,Romania,male,10_14,1503,906555,0.2%
2000,643,Russian Federation,male,10_14,304865,6178993,4.9%
2000,703,Slovakia,male,10_14,1700,211560,0.8%
2000,804,Ukraine,male,10_14,68342,1772827,3.9%
2000,830,Channel Islands,male,10_14,702,4444,15.8%
2000,208,Denmark,male,10_14,10425,156023,6.7%
2000,233,Estonia,male,10_14,1040,54465,1.9%
2000,246,Finland,male,10_14,5530,162472,3.4%
2000,352,Iceland,male,10_14,401,10688,3.8%
2000,372,Ireland,male,10_14,11142,150581,7.4%
2000,428,Latvia,male,10_14,2192,95510,2.3%
2000,440,Lithuania,male,10_14,1281,141076,0.9%
2000,578,Norway,male,10_14,7914,147997,5.3%
2000,752,Sweden,male,10_14,22390,295373,7.6%
2000,826,United Kingdom,male,10_14,78122,1974429,4.0%
2000,8,Albania,male,10_14,3371,173704,1.9%
